               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.089214,            0.084396,            0.083121,             0.12313,            0.043527,           0.0082963,           0.0028989,            0.075172,            0.063939,            0.076321,           0.0033331,           0.0033331,            0.070002
                   1,            0.071285,             0.08425,            0.071328,             0.24865,             0.11245,            0.050046,             0.02119,            0.065502,            0.061764,            0.060915,           0.0065196,           0.0065196,            0.039855
