               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.089307,            0.084549,            0.082685,            0.086287,            0.040646,           0.0079049,            0.002686,            0.076037,               0.064,            0.075314,           0.0033329,           0.0033329,            0.070004
                   1,            0.071928,            0.083853,            0.069943,             0.31665,             0.11106,             0.05821,            0.024397,            0.065887,            0.061534,            0.058389,           0.0065194,           0.0065194,            0.039857
